Time[ms], WallSen FL, WallSen L, WallSen R, WallSen FR, Machine V, Mot V L, Mot V R, Mot V LR, Machine Angular, Mot Angular, IMU Angular Z, Machine Angle, Mot Angle, IMU Angle, Mot Distance X, Mot Distance Y, IMU Global Angle
24 ,29 ,400 ,48 ,17 ,500 ,517.422668 ,391.986877 ,454.704773 ,175.082993 ,112.295967 ,117.621956 ,0.000000 ,1.810773 ,1.560305 ,0.203303 ,11.466821 ,2.217683
25 ,25 ,392 ,44 ,12 ,500 ,580.140564 ,391.986877 ,486.063721 ,182.378113 ,168.443954 ,107.743904 ,0.000000 ,1.979217 ,1.668049 ,0.220090 ,11.952595 ,2.325427
26 ,25 ,392 ,44 ,12 ,500 ,611.499512 ,344.948456 ,478.223999 ,189.673233 ,238.628937 ,105.365852 ,0.000000 ,2.217845 ,1.773415 ,0.238597 ,12.430460 ,2.430793
27 ,24 ,391 ,44 ,12 ,500 ,658.537964 ,329.268982 ,493.903473 ,196.968353 ,294.776917 ,108.292686 ,0.000000 ,2.512622 ,1.881707 ,0.260249 ,12.923889 ,2.539086
28 ,26 ,390 ,47 ,13 ,500 ,689.896912 ,266.551086 ,478.223999 ,204.263474 ,378.998901 ,111.707321 ,0.000000 ,2.891621 ,1.993415 ,0.284374 ,13.401504 ,2.650793
29 ,25 ,385 ,47 ,14 ,500 ,721.255859 ,235.192123 ,478.223999 ,211.558594 ,435.146881 ,112.317078 ,0.000000 ,3.326768 ,2.105732 ,0.312126 ,13.878922 ,2.763110
30 ,24 ,378 ,46 ,10 ,500 ,736.935303 ,235.192123 ,486.063721 ,218.853714 ,449.183868 ,112.378052 ,0.000000 ,3.775952 ,2.218110 ,0.344135 ,14.363931 ,2.875488
31 ,24 ,378 ,46 ,10 ,500 ,752.614807 ,250.871597 ,501.743195 ,226.148834 ,449.183868 ,122.743904 ,0.000000 ,4.225136 ,2.340854 ,0.381102 ,14.864310 ,2.998232
32 ,24 ,374 ,46 ,8 ,500 ,721.255859 ,250.871597 ,486.063721 ,233.443954 ,421.109894 ,151.707321 ,0.000000 ,4.646246 ,2.492561 ,0.420474 ,15.348777 ,3.149939
33 ,32 ,375 ,49 ,14 ,500 ,705.576355 ,250.871597 ,478.223999 ,240.739075 ,407.072876 ,198.414642 ,0.000000 ,5.053319 ,2.690976 ,0.462598 ,15.825142 ,3.348354
34 ,26 ,366 ,48 ,14 ,500 ,674.217407 ,282.230560 ,478.223999 ,248.034195 ,350.924896 ,242.743912 ,0.000000 ,5.404244 ,2.933720 ,0.507638 ,16.301241 ,3.591098
35 ,24 ,354 ,48 ,9 ,500 ,642.858459 ,344.948456 ,493.903473 ,255.329315 ,266.702942 ,279.878052 ,0.000000 ,5.670947 ,3.213598 ,0.556443 ,16.792727 ,3.870976
36 ,24 ,354 ,48 ,9 ,500 ,580.140564 ,376.307404 ,478.223999 ,262.624451 ,182.480957 ,305.975616 ,0.000000 ,5.853428 ,3.519573 ,0.605214 ,17.268457 ,4.176951
37 ,24 ,347 ,51 ,12 ,500 ,548.781616 ,423.345825 ,486.063721 ,269.919586 ,112.295967 ,316.158539 ,0.000000 ,5.965724 ,3.835732 ,0.655733 ,17.751888 ,4.493110
38 ,24 ,344 ,50 ,15 ,500 ,533.102173 ,439.025299 ,486.063721 ,277.214722 ,84.221977 ,317.560974 ,0.000000 ,6.049946 ,4.153293 ,0.706961 ,18.235245 ,4.810671
39 ,24 ,338 ,49 ,14 ,500 ,486.063721 ,454.704773 ,470.384247 ,284.509857 ,28.073992 ,309.146362 ,0.000000 ,6.078020 ,4.462440 ,0.756767 ,18.702986 ,5.119817
40 ,23 ,329 ,51 ,11 ,500 ,454.704773 ,439.025299 ,446.865051 ,291.804993 ,14.036996 ,291.829285 ,0.000000 ,6.092057 ,4.754269 ,0.804191 ,19.147327 ,5.411647
41 ,23 ,329 ,51 ,11 ,500 ,501.743195 ,439.025299 ,470.384247 ,299.100128 ,56.147984 ,280.487823 ,0.000000 ,6.148205 ,5.034757 ,0.854569 ,19.615005 ,5.692134
42 ,22 ,325 ,51 ,9 ,500 ,533.102173 ,407.666351 ,470.384247 ,306.395264 ,112.295967 ,272.439026 ,0.000000 ,6.260500 ,5.307196 ,0.905864 ,20.082584 ,5.964574
43 ,25 ,330 ,55 ,17 ,500 ,580.140564 ,407.666351 ,493.903473 ,313.690399 ,154.406952 ,262.621948 ,0.000000 ,6.414907 ,5.569818 ,0.961047 ,20.573395 ,6.227196
44 ,24 ,325 ,55 ,17 ,500 ,595.820068 ,360.627930 ,478.223999 ,320.985535 ,210.554947 ,249.085373 ,0.000000 ,6.625463 ,5.818903 ,1.016224 ,21.048426 ,6.476281
45 ,23 ,319 ,53 ,16 ,500 ,642.858459 ,313.589508 ,478.223999 ,328.280670 ,294.776917 ,232.560974 ,0.000000 ,6.920239 ,6.051464 ,1.073844 ,21.523165 ,6.708842
46 ,23 ,319 ,53 ,16 ,500 ,689.896912 ,266.551086 ,478.223999 ,335.575806 ,378.998901 ,224.512207 ,0.000000 ,7.299238 ,6.275976 ,1.134603 ,21.997515 ,6.933354
47 ,22 ,313 ,52 ,19 ,500 ,736.935303 ,219.512650 ,478.223999 ,342.870941 ,463.220886 ,226.951218 ,0.000000 ,7.762459 ,6.502927 ,1.199195 ,22.471355 ,7.160306
48 ,22 ,306 ,55 ,20 ,500 ,799.653198 ,172.474228 ,486.063721 ,350.166077 ,561.479858 ,230.304886 ,0.000000 ,8.323939 ,6.733232 ,1.269562 ,22.952299 ,7.390610
49 ,22 ,287 ,57 ,20 ,500 ,831.012207 ,141.115280 ,486.063721 ,357.461212 ,617.627808 ,234.756104 ,0.000000 ,8.941567 ,6.967988 ,1.345110 ,23.432457 ,7.625366
50 ,22 ,265 ,55 ,18 ,500 ,831.012207 ,109.756325 ,470.384247 ,364.756348 ,645.701843 ,237.926834 ,0.000000 ,9.587269 ,7.205915 ,1.423452 ,23.896271 ,7.863293
51 ,22 ,265 ,55 ,18 ,500 ,862.371155 ,109.756325 ,486.063721 ,372.051483 ,673.775818 ,247.317078 ,0.000000 ,10.261045 ,7.453232 ,1.510036 ,24.374561 ,8.110610
52 ,23 ,237 ,56 ,20 ,500 ,831.012207 ,141.115280 ,486.063721 ,379.346619 ,617.627808 ,281.829285 ,0.000000 ,10.878673 ,7.735062 ,1.601771 ,24.851889 ,8.392440
53 ,23 ,191 ,59 ,23 ,500 ,815.332703 ,156.794754 ,486.063721 ,386.641754 ,589.553833 ,337.073181 ,0.000000 ,11.468226 ,8.072135 ,1.698412 ,25.328249 ,8.729513
54 ,24 ,145 ,60 ,29 ,500 ,799.653198 ,203.833176 ,501.743195 ,393.936890 ,533.405884 ,386.158539 ,0.000000 ,12.001633 ,8.458293 ,1.802744 ,25.819025 ,9.115671
55 ,24 ,145 ,60 ,29 ,500 ,721.255859 ,266.551086 ,493.903473 ,401.232025 ,407.072876 ,428.841461 ,0.000000 ,12.408705 ,8.887135 ,1.908876 ,26.301390 ,9.544513
56 ,21 ,99 ,59 ,30 ,500 ,674.217407 ,282.230560 ,478.223999 ,408.527161 ,350.924896 ,454.268311 ,0.000000 ,12.759630 ,9.341403 ,2.014498 ,26.767805 ,9.998781
57 ,20 ,65 ,61 ,38 ,500 ,611.499512 ,329.268982 ,470.384247 ,415.822296 ,252.665924 ,466.646362 ,0.000000 ,13.012296 ,9.808049 ,2.120409 ,27.226110 ,10.465427
58 ,19 ,34 ,62 ,43 ,500 ,580.140564 ,376.307404 ,478.223999 ,423.117432 ,182.480957 ,462.865875 ,0.000000 ,13.194777 ,10.270915 ,2.229570 ,27.691710 ,10.928293
59 ,21 ,21 ,63 ,48 ,500 ,548.781616 ,407.666351 ,478.223999 ,430.412567 ,126.332962 ,446.768311 ,0.000000 ,13.321110 ,10.717684 ,2.339756 ,28.157066 ,11.375062
60 ,21 ,21 ,63 ,48 ,500 ,517.422668 ,391.986877 ,454.704773 ,437.707703 ,112.295967 ,436.707336 ,0.000000 ,13.433406 ,11.154391 ,2.445391 ,28.599331 ,11.811769
61 ,17 ,14 ,61 ,51 ,500 ,564.461121 ,391.986877 ,478.223999 ,445.002838 ,154.406952 ,432.865875 ,0.000000 ,13.587813 ,11.587257 ,2.557743 ,29.064169 ,12.244635
62 ,17 ,10 ,63 ,62 ,500 ,595.820068 ,376.307404 ,486.063721 ,452.297974 ,196.517944 ,425.182922 ,0.000000 ,13.784331 ,12.012440 ,2.673556 ,29.536234 ,12.669818
63 ,24 ,13 ,69 ,76 ,500 ,611.499512 ,344.948456 ,478.223999 ,459.593109 ,238.628937 ,409.573181 ,0.000000 ,14.022960 ,12.422013 ,2.789435 ,30.000206 ,13.079391
64 ,28 ,13 ,68 ,85 ,500 ,674.217407 ,313.589508 ,493.903473 ,466.888245 ,322.850922 ,388.109772 ,0.000000 ,14.345811 ,12.810122 ,2.911811 ,30.478708 ,13.467501
65 ,28 ,13 ,68 ,85 ,500 ,705.576355 ,250.871597 ,478.223999 ,474.183380 ,407.072876 ,369.146362 ,0.000000 ,14.752884 ,13.179269 ,3.033592 ,30.941168 ,13.836647
66 ,18 ,11 ,66 ,97 ,500 ,752.614807 ,188.153702 ,470.384247 ,481.478516 ,505.331848 ,355.975616 ,0.000000 ,15.258216 ,13.535245 ,3.157382 ,31.394970 ,14.192623
67 ,20 ,12 ,69 ,119 ,500 ,799.653198 ,141.115280 ,470.384247 ,488.773651 ,589.553833 ,352.987823 ,0.000000 ,15.847770 ,13.888233 ,3.285836 ,31.847475 ,14.545610
68 ,21 ,10 ,69 ,133 ,500 ,862.371155 ,78.397377 ,470.384247 ,496.068787 ,701.849792 ,359.512207 ,0.000000 ,16.549620 ,14.247745 ,3.419823 ,32.298374 ,14.905123
69 ,21 ,10 ,69 ,133 ,500 ,893.730103 ,31.358950 ,462.544525 ,503.363922 ,772.034790 ,366.341461 ,0.000000 ,17.321653 ,14.614086 ,3.557539 ,32.739941 ,15.271464
70 ,20 ,9 ,71 ,151 ,500 ,925.089050 ,31.358950 ,478.223999 ,510.659058 ,800.108765 ,372.987823 ,0.000000 ,18.121763 ,14.987074 ,3.706284 ,33.194443 ,15.644452
71 ,20 ,8 ,69 ,172 ,500 ,925.089050 ,15.679475 ,470.384247 ,517.954163 ,814.145752 ,385.365875 ,0.000000 ,18.935909 ,15.372440 ,3.858929 ,33.639374 ,16.029818
72 ,20 ,17 ,71 ,220 ,500 ,925.089050 ,31.358950 ,478.223999 ,525.249268 ,800.108765 ,416.524414 ,0.000000 ,19.736017 ,15.788964 ,4.020419 ,34.089504 ,16.446342
73 ,13 ,8 ,74 ,245 ,500 ,893.730103 ,47.038425 ,470.384247 ,532.544373 ,757.997803 ,465.548798 ,0.000000 ,20.494015 ,16.254513 ,4.185105 ,34.530117 ,16.911892
74 ,13 ,8 ,74 ,245 ,500 ,878.050598 ,94.076851 ,486.063721 ,539.839478 ,701.849792 ,513.475647 ,0.000000 ,21.195866 ,16.767988 ,4.360845 ,34.983299 ,17.425367
75 ,20 ,12 ,77 ,281 ,500 ,815.332703 ,172.474228 ,493.903473 ,547.134583 ,575.516846 ,559.573181 ,0.000000 ,21.771381 ,17.327562 ,4.544036 ,35.441975 ,17.984940
76 ,19 ,14 ,79 ,314 ,500 ,768.294250 ,203.833176 ,486.063721 ,554.429688 ,505.331848 ,599.207336 ,0.000000 ,22.276714 ,17.926769 ,4.728293 ,35.891758 ,18.584148
77 ,18 ,17 ,81 ,321 ,500 ,705.576355 ,250.871597 ,478.223999 ,561.724792 ,407.072876 ,624.268311 ,0.000000 ,22.683786 ,18.551039 ,4.912717 ,36.332993 ,19.208416
78 ,18 ,17 ,81 ,321 ,500 ,642.858459 ,297.910034 ,470.384247 ,569.019897 ,308.813904 ,627.987793 ,0.000000 ,22.992601 ,19.179026 ,5.096455 ,36.766006 ,19.836405
79 ,18 ,18 ,84 ,309 ,500 ,595.820068 ,344.948456 ,470.384247 ,572.957825 ,224.591934 ,622.439026 ,0.000000 ,23.217194 ,19.801464 ,5.281889 ,37.198296 ,20.458843
80 ,19 ,17 ,85 ,281 ,500 ,595.820068 ,360.627930 ,478.223999 ,572.957825 ,210.554947 ,607.926819 ,0.000000 ,23.427748 ,20.409391 ,5.472027 ,37.637096 ,21.066771
81 ,21 ,20 ,85 ,220 ,500 ,611.499512 ,344.948456 ,478.223999 ,572.957825 ,238.628937 ,587.073181 ,0.000000 ,23.666376 ,20.996466 ,5.663991 ,38.075100 ,21.653843
82 ,24 ,26 ,85 ,186 ,500 ,595.820068 ,313.589508 ,454.704773 ,572.957825 ,252.665924 ,571.524414 ,0.000000 ,23.919043 ,21.567989 ,5.848350 ,38.490757 ,22.225367
83 ,24 ,26 ,85 ,186 ,500 ,674.217407 ,313.589508 ,493.903473 ,572.957825 ,322.850922 ,545.365845 ,0.000000 ,24.241894 ,22.113356 ,6.051141 ,38.941109 ,22.770733
84 ,27 ,21 ,87 ,139 ,500 ,721.255859 ,282.230560 ,501.743195 ,572.957825 ,393.035889 ,505.670746 ,0.000000 ,24.634930 ,22.619026 ,6.260285 ,39.397182 ,23.276403
85 ,34 ,24 ,90 ,102 ,500 ,752.614807 ,219.512650 ,486.063721 ,572.957825 ,477.257874 ,475.182953 ,0.000000 ,25.112186 ,23.094210 ,6.466567 ,39.837303 ,23.751587
86 ,38 ,23 ,92 ,69 ,500 ,799.653198 ,156.794754 ,478.223999 ,572.957825 ,575.516846 ,458.597565 ,0.000000 ,25.687704 ,23.552807 ,6.673861 ,40.268265 ,24.210184
87 ,43 ,27 ,93 ,52 ,500 ,831.012207 ,109.756325 ,470.384247 ,572.957825 ,645.701843 ,452.378052 ,0.000000 ,26.333406 ,24.005184 ,6.882520 ,40.689835 ,24.662563
88 ,43 ,27 ,93 ,52 ,500 ,893.730103 ,62.717899 ,478.223999 ,572.957825 ,743.960815 ,455.975616 ,0.000000 ,27.077368 ,24.461161 ,7.100204 ,41.115643 ,25.118538
89 ,45 ,30 ,94 ,37 ,500 ,909.409546 ,15.679475 ,462.544525 ,572.957825 ,800.108765 ,461.829285 ,0.000000 ,27.877476 ,24.922989 ,7.316482 ,41.524509 ,25.580368
90 ,47 ,35 ,94 ,22 ,500 ,925.089050 ,-15.679475 ,454.704773 ,572.957825 ,842.219788 ,469.695129 ,0.000000 ,28.719696 ,25.392685 ,7.534979 ,41.923275 ,26.050062
91 ,50 ,38 ,94 ,16 ,500 ,940.768494 ,-15.679475 ,462.544525 ,572.957825 ,856.256775 ,482.987823 ,0.000000 ,29.575953 ,25.875673 ,7.763280 ,42.325554 ,26.533051
92 ,50 ,38 ,94 ,16 ,500 ,972.127441 ,15.679475 ,493.903473 ,572.957825 ,856.256775 ,502.134155 ,0.000000 ,30.432209 ,26.377808 ,8.013452 ,42.751411 ,27.035185
93 ,59 ,48 ,98 ,22 ,500 ,925.089050 ,31.358950 ,478.223999 ,572.957825 ,800.108765 ,518.841492 ,0.000000 ,31.232319 ,26.896648 ,8.261415 ,43.160328 ,27.554026
94 ,64 ,50 ,99 ,22 ,500 ,940.768494 ,62.717899 ,501.743195 ,572.957825 ,786.071777 ,537.682922 ,0.000000 ,32.018391 ,27.434332 ,8.527435 ,43.585743 ,28.091709
95 ,66 ,45 ,101 ,18 ,500 ,909.409546 ,94.076851 ,501.743195 ,572.957825 ,729.923828 ,559.634155 ,0.000000 ,32.748314 ,27.993965 ,8.798853 ,44.007736 ,28.651344
96 ,71 ,43 ,100 ,17 ,500 ,862.371155 ,125.435799 ,493.903473 ,572.957825 ,659.738831 ,578.109741 ,0.000000 ,33.408054 ,28.572075 ,9.070795 ,44.420033 ,29.229454
97 ,71 ,43 ,100 ,17 ,500 ,783.973755 ,141.115280 ,462.544525 ,572.957825 ,575.516846 ,598.353699 ,0.000000 ,33.983570 ,29.170429 ,9.329337 ,44.803574 ,29.827806
98 ,80 ,39 ,104 ,21 ,500 ,752.614807 ,188.153702 ,470.384247 ,572.957825 ,505.331848 ,611.951233 ,0.000000 ,34.488903 ,29.782381 ,9.595691 ,45.191280 ,30.439758
99 ,88 ,33 ,107 ,22 ,500 ,721.255859 ,235.192123 ,478.223999 ,572.957825 ,435.146881 ,618.475647 ,0.000000 ,34.924049 ,30.400856 ,9.869469 ,45.583382 ,31.058233
100 ,95 ,24 ,110 ,20 ,500 ,689.896912 ,282.230560 ,486.063721 ,572.957825 ,364.961914 ,615.975647 ,0.000000 ,35.289009 ,31.016832 ,10.150269 ,45.980133 ,31.674210
101 ,104 ,19 ,116 ,20 ,500 ,658.537964 ,297.910034 ,478.223999 ,572.957825 ,322.850922 ,602.134155 ,0.000000 ,35.611862 ,31.618965 ,10.428734 ,46.368919 ,32.276344
102 ,104 ,19 ,116 ,20 ,500 ,627.179016 ,282.230560 ,454.704773 ,572.957825 ,308.813904 ,593.048767 ,0.000000 ,35.920673 ,32.212013 ,10.695494 ,46.737152 ,32.869392
103 ,120 ,25 ,129 ,30 ,500 ,642.858459 ,266.551086 ,454.704773 ,572.957825 ,336.887909 ,586.585388 ,0.000000 ,36.257565 ,32.798599 ,10.964414 ,47.103809 ,33.455978
104 ,129 ,21 ,141 ,28 ,500 ,658.537964 ,250.871597 ,454.704773 ,572.957825 ,364.961914 ,570.548767 ,0.000000 ,36.622524 ,33.369148 ,11.235663 ,47.468750 ,34.026527
105 ,135 ,15 ,153 ,25 ,500 ,689.896912 ,250.871597 ,470.384247 ,572.957825 ,393.035889 ,547.195129 ,0.000000 ,37.015560 ,33.916344 ,11.518849 ,47.844337 ,34.573723
106 ,135 ,15 ,153 ,25 ,500 ,752.614807 ,235.192123 ,493.903473 ,572.957825 ,463.220886 ,519.390259 ,0.000000 ,37.478783 ,34.435734 ,11.819373 ,48.236290 ,35.093113
107 ,145 ,14 ,169 ,26 ,500 ,783.973755 ,203.833176 ,493.903473 ,572.957825 ,519.368835 ,494.939026 ,0.000000 ,37.998150 ,34.930672 ,12.123439 ,48.625500 ,35.588051
108 ,155 ,15 ,182 ,30 ,500 ,799.653198 ,141.115280 ,470.384247 ,572.957825 ,589.553833 ,483.414642 ,0.000000 ,38.587704 ,35.414089 ,12.416822 ,48.993179 ,36.071465
109 ,164 ,14 ,189 ,31 ,500 ,831.012207 ,94.076851 ,462.544525 ,572.957825 ,659.738831 ,476.890259 ,0.000000 ,39.247444 ,35.890980 ,12.709461 ,49.351383 ,36.548355
110 ,175 ,10 ,193 ,29 ,500 ,862.371155 ,62.717899 ,462.544525 ,572.957825 ,715.886780 ,472.865875 ,0.000000 ,39.963329 ,36.363846 ,13.006552 ,49.705902 ,37.021221
111 ,175 ,10 ,193 ,29 ,500 ,925.089050 ,47.038425 ,486.063721 ,572.957825 ,786.071777 ,475.792694 ,0.000000 ,40.749401 ,36.839638 ,13.323832 ,50.074131 ,37.497013
112 ,187 ,9 ,193 ,30 ,500 ,925.089050 ,15.679475 ,470.384247 ,572.957825 ,814.145752 ,481.402435 ,0.000000 ,41.563549 ,37.321041 ,13.635908 ,50.426083 ,37.978416
113 ,207 ,11 ,194 ,35 ,500 ,940.768494 ,0.000000 ,470.384247 ,572.957825 ,842.219788 ,484.939026 ,0.000000 ,42.405769 ,37.805977 ,13.953124 ,50.773407 ,38.463356
114 ,213 ,12 ,185 ,35 ,500 ,956.447998 ,15.679475 ,486.063721 ,572.957825 ,842.219788 ,490.487823 ,0.000000 ,43.247986 ,38.296467 ,14.286154 ,51.127453 ,38.953846
115 ,213 ,12 ,185 ,35 ,500 ,1003.486389 ,15.679475 ,509.582947 ,572.957825 ,884.330750 ,497.256104 ,0.000000 ,44.132317 ,38.793724 ,14.640985 ,51.493198 ,39.451099
116 ,225 ,9 ,168 ,36 ,500 ,972.127441 ,31.358950 ,501.743195 ,572.957825 ,842.219788 ,507.621948 ,0.000000 ,44.974537 ,39.301346 ,14.995614 ,51.848141 ,39.958721
117 ,239 ,11 ,156 ,41 ,500 ,925.089050 ,47.038425 ,486.063721 ,572.957825 ,786.071777 ,528.231689 ,0.000000 ,45.760609 ,39.829575 ,15.343845 ,52.187248 ,40.486954
118 ,257 ,11 ,142 ,42 ,500 ,878.050598 ,47.038425 ,462.544525 ,572.957825 ,743.960815 ,556.097595 ,0.000000 ,46.504570 ,40.385674 ,15.679389 ,52.505615 ,41.043053
119 ,273 ,11 ,131 ,41 ,500 ,815.332703 ,109.756325 ,462.544525 ,572.957825 ,631.664856 ,593.353699 ,0.000000 ,47.136234 ,40.979027 ,16.018421 ,52.820267 ,41.636406
120 ,273 ,11 ,131 ,41 ,500 ,768.294250 ,203.833176 ,486.063721 ,572.957825 ,505.331848 ,627.621948 ,0.000000 ,47.641567 ,41.606647 ,16.377596 ,53.147758 ,42.264027
121 ,295 ,9 ,120 ,41 ,500 ,736.935303 ,250.871597 ,493.903473 ,572.957825 ,435.146881 ,655.243896 ,0.000000 ,48.076714 ,42.261894 ,16.745079 ,53.477753 ,42.919270
122 ,317 ,14 ,116 ,44 ,500 ,658.537964 ,297.910034 ,478.223999 ,572.957825 ,322.850922 ,665.000000 ,0.000000 ,48.399567 ,42.926895 ,17.102692 ,53.795261 ,43.584270
123 ,333 ,5 ,108 ,40 ,500 ,595.820068 ,313.589508 ,454.704773 ,572.957825 ,252.665924 ,653.353699 ,0.000000 ,48.652229 ,43.580246 ,17.444046 ,54.095654 ,44.237625
124 ,333 ,5 ,108 ,40 ,500 ,564.461121 ,329.268982 ,446.865051 ,572.957825 ,210.554947 ,637.134155 ,0.000000 ,48.862785 ,44.217381 ,17.780596 ,54.389629 ,44.874760
125 ,369 ,14 ,112 ,48 ,500 ,595.820068 ,329.268982 ,462.544525 ,572.957825 ,238.628937 ,614.390259 ,0.000000 ,49.101414 ,44.831772 ,18.130219 ,54.692467 ,45.489151
126 ,394 ,13 ,112 ,50 ,500 ,611.499512 ,329.268982 ,470.384247 ,572.957825 ,252.665924 ,584.512207 ,0.000000 ,49.354080 ,45.416283 ,18.487123 ,54.998867 ,46.073662
127 ,418 ,15 ,110 ,54 ,500 ,658.537964 ,329.268982 ,493.903473 ,572.957825 ,294.776917 ,551.280518 ,0.000000 ,49.648857 ,45.967564 ,18.863522 ,55.318657 ,46.624943
128 ,418 ,15 ,110 ,54 ,500 ,721.255859 ,282.230560 ,501.743195 ,572.957825 ,393.035889 ,514.939026 ,0.000000 ,50.041893 ,46.482502 ,19.248116 ,55.640888 ,47.139881
