Time[ms], WallSen FL, WallSen L, WallSen R, WallSen FR, Machine V, Mot V L, Mot V R, Mot V LR, Machine Angular, Mot Angular, IMU Angular Z, Machine Angle, Mot Angle, IMU Angle, Mot Distance X, Mot Distance Y, IMU Global Angle, IMU V
96 ,84 ,442 ,173 ,86 ,768 ,768.294250 ,595.820068 ,682.057190 ,0.000000 ,154.406952 ,-65.731712 ,4.229577 ,-1.151034 ,-2.294756 ,-0.251465 ,30.757618 ,-2.294756 ,15.360352
97 ,86 ,442 ,172 ,85 ,776 ,736.935303 ,658.537964 ,697.736633 ,0.000000 ,70.184982 ,-49.817074 ,4.399885 ,-1.080849 ,-2.344573 ,-0.264626 ,31.455231 ,-2.344573 ,45.985352
98 ,86 ,442 ,172 ,85 ,784 ,721.255859 ,658.537964 ,689.896912 ,0.000000 ,56.147984 ,-27.743902 ,4.399885 ,-1.024701 ,-2.372317 ,-0.276964 ,32.145016 ,-2.372317 ,70.341797
99 ,86 ,446 ,171 ,86 ,792 ,752.614807 ,642.858459 ,697.736633 ,0.000000 ,98.258972 ,-14.939025 ,4.570402 ,-0.926442 ,-2.387256 ,-0.288246 ,32.842663 ,-2.387256 ,78.476562
100 ,96 ,451 ,180 ,93 ,800 ,799.653198 ,611.499512 ,705.576355 ,0.000000 ,168.443954 ,-10.853659 ,4.570402 ,-0.757998 ,-2.398110 ,-0.297580 ,33.548176 ,-2.398110 ,77.902344
101 ,96 ,451 ,180 ,93 ,808 ,799.653198 ,611.499512 ,705.576355 ,0.000000 ,168.443954 ,-0.792683 ,3.043320 ,-0.589554 ,-2.398903 ,-0.304840 ,34.253716 ,-2.398903 ,83.644531
102 ,86 ,445 ,169 ,88 ,816 ,783.973755 ,674.217407 ,729.095581 ,0.000000 ,98.258972 ,10.121951 ,3.043320 ,-0.491295 ,-2.388781 ,-0.311091 ,34.982784 ,-2.388781 ,99.914062
103 ,86 ,445 ,169 ,88 ,824 ,752.614807 ,689.896912 ,721.255859 ,0.000000 ,56.147984 ,22.926830 ,4.912068 ,-0.435147 ,-2.365854 ,-0.316569 ,35.704021 ,-2.365854 ,119.916016
104 ,88 ,443 ,170 ,88 ,832 ,768.294250 ,689.896912 ,729.095581 ,0.000000 ,70.184982 ,34.695122 ,4.741130 ,-0.364962 ,-2.331159 ,-0.321213 ,36.433102 ,-2.331159 ,119.102539
105 ,90 ,446 ,169 ,92 ,840 ,831.012207 ,658.537964 ,744.775085 ,0.000000 ,154.406952 ,39.756100 ,4.741130 ,-0.210555 ,-2.291403 ,-0.323950 ,37.177872 ,-2.291403 ,105.895508
106 ,90 ,446 ,169 ,92 ,848 ,846.691650 ,642.858459 ,744.775085 ,0.000000 ,182.480957 ,46.951221 ,4.912068 ,-0.028074 ,-2.244451 ,-0.324315 ,37.922646 ,-2.244451 ,106.565430
107 ,89 ,441 ,171 ,89 ,856 ,831.012207 ,658.537964 ,744.775085 ,0.000000 ,154.406952 ,56.646343 ,4.912068 ,0.126333 ,-2.187805 ,-0.322673 ,38.667419 ,-2.187805 ,110.680664
108 ,89 ,441 ,171 ,89 ,864 ,831.012207 ,721.255859 ,776.134033 ,0.000000 ,98.258972 ,69.817078 ,4.570402 ,0.224592 ,-2.117988 ,-0.319631 ,39.443546 ,-2.117988 ,115.561523
109 ,89 ,440 ,169 ,87 ,872 ,846.691650 ,721.255859 ,783.973755 ,0.000000 ,112.295967 ,80.182930 ,4.912068 ,0.336888 ,-2.037805 ,-0.315021 ,40.227509 ,-2.037805 ,132.692383
110 ,89 ,440 ,169 ,87 ,880 ,878.050598 ,721.255859 ,799.653198 ,0.000000 ,140.369965 ,86.707321 ,4.912068 ,0.477258 ,-1.951098 ,-0.308360 ,41.027134 ,-1.951098 ,153.459961
111 ,96 ,444 ,174 ,95 ,888 ,925.089050 ,705.576355 ,815.332703 ,0.000000 ,196.517944 ,87.926834 ,4.059480 ,0.673776 ,-1.863171 ,-0.298773 ,41.842411 ,-1.863171 ,154.608398
