Time[ms], WallSen FL, WallSen L, WallSen R, WallSen FR, Machine V, Mot V L, Mot V R, Mot V LR, Machine Angular, Mot Angular, IMU Angular Z, Machine Angle, Mot Angle, IMU Angle, Mot Distance X, Mot Distance Y, IMU Global Angle
10 ,405 ,409 ,39 ,236 ,1000 ,1113.242676 ,799.653198 ,956.447998 ,236.362030 ,280.739929 ,155.609756 ,0.000000 ,2.119586 ,0.332683 ,0.141161 ,9.554788 ,-1.712439
11 ,405 ,409 ,39 ,236 ,1000 ,1128.922241 ,799.653198 ,964.287720 ,259.998230 ,294.776917 ,190.548782 ,0.000000 ,2.414363 ,0.523232 ,0.181782 ,10.518219 ,-1.521890
12 ,427 ,401 ,37 ,234 ,1000 ,1113.242676 ,831.012207 ,972.127441 ,283.634430 ,252.665924 ,208.658539 ,0.000000 ,2.667029 ,0.731890 ,0.227017 ,11.489294 ,-1.313232
13 ,444 ,398 ,41 ,231 ,1000 ,1128.922241 ,799.653198 ,964.287720 ,307.270630 ,294.776917 ,219.085373 ,0.000000 ,2.961806 ,0.950976 ,0.276842 ,12.452293 ,-1.094146
14 ,462 ,389 ,40 ,235 ,1000 ,1128.922241 ,783.973755 ,956.447998 ,330.906830 ,308.813904 ,224.146347 ,0.000000 ,3.270620 ,1.175122 ,0.331409 ,13.407184 ,-0.870000
15 ,479 ,381 ,39 ,232 ,1000 ,1160.281128 ,752.614807 ,956.447998 ,354.543030 ,364.961914 ,228.048782 ,0.000000 ,3.635582 ,1.403171 ,0.392058 ,14.361707 ,-0.641951
16 ,479 ,381 ,39 ,232 ,1000 ,1191.640137 ,721.255859 ,956.447998 ,378.179230 ,421.109894 ,237.500000 ,0.000000 ,4.056692 ,1.640671 ,0.459720 ,15.315759 ,-0.404451
17 ,502 ,374 ,36 ,231 ,1000 ,1254.358032 ,658.537964 ,956.447998 ,401.815430 ,533.405884 ,253.292694 ,0.000000 ,4.590098 ,1.893964 ,0.536262 ,16.269138 ,-0.151159
18 ,524 ,370 ,40 ,237 ,1000 ,1254.358032 ,658.537964 ,956.447998 ,425.451630 ,533.405884 ,269.634155 ,0.000000 ,5.123504 ,2.163598 ,0.621675 ,17.221766 ,0.118476
19 ,542 ,362 ,40 ,236 ,1000 ,1270.037476 ,627.179016 ,948.608215 ,449.087830 ,575.516846 ,299.268311 ,0.000000 ,5.699021 ,2.462866 ,0.715875 ,18.165686 ,0.417744
20 ,555 ,347 ,36 ,228 ,1000 ,1301.396484 ,611.499512 ,956.447998 ,472.724030 ,617.627808 ,327.378052 ,0.000000 ,6.316648 ,2.790244 ,0.821106 ,19.116327 ,0.745122
21 ,555 ,347 ,36 ,228 ,1000 ,1317.075928 ,595.820068 ,956.447998 ,496.360229 ,645.701843 ,359.451233 ,0.000000 ,6.962350 ,3.149695 ,0.937044 ,20.065722 ,1.104573
22 ,573 ,336 ,35 ,227 ,1000 ,1285.716919 ,611.499512 ,948.608215 ,519.996460 ,603.590820 ,392.926849 ,0.000000 ,7.565941 ,3.542622 ,1.061944 ,21.006071 ,1.497500
23 ,581 ,324 ,37 ,225 ,1000 ,1317.075928 ,611.499512 ,964.287720 ,543.632690 ,631.664856 ,426.341461 ,0.000000 ,8.197606 ,3.968964 ,1.199440 ,21.960506 ,1.923842
24 ,581 ,313 ,33 ,224 ,1000 ,1317.075928 ,611.499512 ,964.287720 ,567.268921 ,631.664856 ,463.841461 ,0.000000 ,8.829271 ,4.432805 ,1.347449 ,22.913366 ,2.387683
25 ,581 ,313 ,33 ,224 ,1000 ,1285.716919 ,627.179016 ,956.447998 ,590.905151 ,589.553833 ,493.170746 ,0.000000 ,9.418825 ,4.925976 ,1.503972 ,23.856920 ,2.880854
26 ,571 ,299 ,30 ,221 ,1000 ,1270.037476 ,627.179016 ,948.608215 ,614.541382 ,575.516846 ,516.829285 ,0.000000 ,9.994342 ,5.442805 ,1.668604 ,24.791134 ,3.397683
27 ,557 ,288 ,30 ,219 ,1000 ,1285.716919 ,611.499512 ,948.608215 ,638.177612 ,603.590820 ,537.621948 ,0.000000 ,10.597933 ,5.980427 ,1.843068 ,25.723560 ,3.935305
28 ,541 ,275 ,31 ,221 ,1000 ,1317.075928 ,627.179016 ,972.127441 ,661.813843 ,617.627808 ,551.768311 ,0.000000 ,11.215561 ,6.532196 ,2.032147 ,26.677122 ,4.487073
29 ,520 ,271 ,30 ,222 ,1000 ,1317.075928 ,611.499512 ,964.287720 ,685.450073 ,631.664856 ,561.707336 ,0.000000 ,11.847225 ,7.093903 ,2.230119 ,27.620871 ,5.048781
30 ,520 ,271 ,30 ,222 ,1000 ,1332.755371 ,548.781616 ,940.768494 ,709.086304 ,701.849792 ,569.390259 ,0.000000 ,12.549075 ,7.663293 ,2.434525 ,28.539164 ,5.618171
31 ,485 ,258 ,26 ,217 ,1000 ,1348.434814 ,517.422668 ,932.928772 ,732.722534 ,743.960815 ,577.560974 ,0.000000 ,13.293036 ,8.240854 ,2.649034 ,29.447096 ,6.195732
32 ,467 ,258 ,27 ,216 ,1000 ,1411.152710 ,501.743195 ,956.447998 ,756.358765 ,814.145752 ,587.682922 ,0.000000 ,14.107182 ,8.828537 ,2.882156 ,30.374699 ,6.783415
33 ,448 ,272 ,27 ,215 ,1000 ,1442.511719 ,486.063721 ,964.287720 ,779.994995 ,856.256775 ,601.524414 ,0.000000 ,14.963439 ,9.430061 ,3.131137 ,31.306290 ,7.384940
34 ,436 ,289 ,27 ,215 ,1000 ,1442.511719 ,423.345825 ,932.928772 ,803.631226 ,912.404724 ,621.158569 ,0.000000 ,15.875843 ,10.051220 ,3.386343 ,32.203632 ,8.006098
35 ,436 ,289 ,27 ,215 ,1000 ,1473.870605 ,391.986877 ,932.928772 ,827.267456 ,968.552734 ,646.890259 ,0.000000 ,16.844397 ,10.698111 ,3.656682 ,33.096535 ,8.652988
36 ,423 ,300 ,27 ,213 ,1000 ,1489.550171 ,391.986877 ,940.768494 ,850.903687 ,982.589722 ,678.231750 ,0.000000 ,17.826986 ,11.376342 ,3.944692 ,33.992134 ,9.331221
37 ,423 ,299 ,28 ,212 ,1000 ,1505.229614 ,391.986877 ,948.608215 ,874.539917 ,996.626709 ,714.512207 ,0.000000 ,18.823612 ,12.090855 ,4.250766 ,34.890007 ,10.045732
38 ,424 ,284 ,35 ,211 ,1000 ,1489.550171 ,391.986877 ,940.768494 ,898.176147 ,982.589722 ,752.317078 ,0.000000 ,19.806202 ,12.843172 ,4.569536 ,35.775124 ,10.798050
39 ,424 ,284 ,35 ,211 ,1000 ,1473.870605 ,407.666351 ,940.768494 ,921.812378 ,954.515747 ,787.439026 ,0.000000 ,20.760719 ,13.630610 ,4.903006 ,36.654804 ,11.585488
40 ,432 ,274 ,37 ,212 ,1000 ,1489.550171 ,407.666351 ,948.608215 ,945.448608 ,968.552734 ,818.902466 ,0.000000 ,21.729271 ,14.449513 ,5.254201 ,37.536011 ,12.404391
41 ,434 ,269 ,39 ,205 ,1000 ,1505.229614 ,454.704773 ,979.967163 ,969.084839 ,940.478760 ,844.146362 ,0.000000 ,22.669750 ,15.293659 ,5.631899 ,38.440266 ,13.248537
42 ,436 ,278 ,37 ,198 ,1000 ,1505.229614 ,423.345825 ,964.287720 ,992.721069 ,968.552734 ,860.975647 ,0.000000 ,23.638302 ,16.154634 ,6.018541 ,39.323647 ,14.109513
43 ,440 ,294 ,37 ,192 ,1000 ,1505.229614 ,391.986877 ,948.608215 ,1016.357300 ,996.626709 ,869.817078 ,0.000000 ,24.634930 ,17.024452 ,6.413954 ,40.185913 ,14.979330
44 ,440 ,294 ,37 ,192 ,1000 ,1536.588501 ,360.627930 ,948.608215 ,1031.323975 ,1052.774658 ,872.682922 ,0.000000 ,25.687704 ,17.897135 ,6.825144 ,41.040771 ,15.852014
45 ,441 ,309 ,37 ,186 ,1000 ,1552.268066 ,329.268982 ,940.768494 ,1031.323975 ,1094.885742 ,877.621948 ,0.000000 ,26.782591 ,18.774757 ,7.249060 ,41.880615 ,16.729635
46 ,444 ,330 ,39 ,176 ,1000 ,1599.306396 ,297.910034 ,948.608215 ,1031.323975 ,1165.070679 ,887.073181 ,0.000000 ,27.947660 ,19.661831 ,7.693639 ,42.718594 ,17.616709
47 ,444 ,348 ,38 ,171 ,1000 ,1583.626953 ,282.230560 ,932.928772 ,1031.323975 ,1165.070679 ,903.414673 ,0.000000 ,29.112732 ,20.565245 ,8.147536 ,43.533661 ,18.520123
48 ,444 ,348 ,38 ,171 ,1000 ,1599.306396 ,297.910034 ,948.608215 ,1031.323975 ,1165.070679 ,922.804871 ,0.000000 ,30.277802 ,21.488050 ,8.625818 ,44.352871 ,19.442928
49 ,446 ,370 ,39 ,168 ,1000 ,1614.985962 ,297.910034 ,956.447998 ,1031.323975 ,1179.107666 ,942.256104 ,0.000000 ,31.456909 ,22.430305 ,9.124948 ,45.168751 ,20.385183
50 ,449 ,387 ,42 ,165 ,1000 ,1583.626953 ,313.589508 ,948.608215 ,1031.323975 ,1136.996704 ,959.756104 ,0.000000 ,32.593906 ,23.390062 ,9.635945 ,45.967964 ,21.344940
51 ,448 ,408 ,41 ,154 ,1000 ,1552.268066 ,344.948456 ,948.608215 ,1031.323975 ,1080.848755 ,975.243896 ,0.000000 ,33.674755 ,24.365307 ,10.161927 ,46.757393 ,22.320185
52 ,450 ,430 ,43 ,151 ,1000 ,1567.947510 ,360.627930 ,964.287720 ,1031.323975 ,1080.848755 ,985.365906 ,0.000000 ,34.755604 ,25.350672 ,10.711646 ,47.549644 ,23.305550
53 ,450 ,430 ,43 ,151 ,1000 ,1520.909058 ,376.307404 ,948.608215 ,1031.323975 ,1024.700684 ,991.829285 ,0.000000 ,35.780304 ,26.342503 ,11.266277 ,48.319218 ,24.297380
54 ,448 ,449 ,45 ,147 ,1000 ,1489.550171 ,407.666351 ,948.608215 ,1031.323975 ,968.552734 ,993.353699 ,0.000000 ,36.748859 ,27.335855 ,11.833838 ,49.079304 ,25.290733
55 ,447 ,477 ,46 ,141 ,1000 ,1473.870605 ,407.666351 ,940.768494 ,1031.323975 ,954.515747 ,991.463440 ,0.000000 ,37.703373 ,28.327318 ,12.409186 ,49.823627 ,26.282196
56 ,445 ,497 ,47 ,137 ,1000 ,1489.550171 ,439.025299 ,964.287720 ,1031.323975 ,940.478760 ,990.121948 ,0.000000 ,38.643852 ,29.317440 ,13.011363 ,50.576778 ,27.272320
57 ,445 ,497 ,47 ,137 ,1000 ,1473.870605 ,439.025299 ,956.447998 ,1031.323975 ,926.441772 ,989.390259 ,0.000000 ,39.570293 ,30.306831 ,13.620644 ,51.314049 ,28.261709
58 ,441 ,523 ,50 ,132 ,1000 ,1473.870605 ,423.345825 ,948.608215 ,1031.323975 ,940.478760 ,987.317078 ,0.000000 ,40.510773 ,31.294147 ,14.236851 ,52.035263 ,29.249027
59 ,429 ,549 ,52 ,126 ,1000 ,1473.870605 ,423.345825 ,948.608215 ,1031.323975 ,940.478760 ,981.585388 ,0.000000 ,41.451252 ,32.275734 ,14.864813 ,52.746262 ,30.230612
60 ,434 ,610 ,65 ,120 ,1000 ,1473.870605 ,407.666351 ,940.768494 ,1031.323975 ,954.515747 ,977.012207 ,0.000000 ,42.405769 ,33.252747 ,15.499246 ,53.440914 ,31.207624
61 ,428 ,653 ,68 ,113 ,1000 ,1489.550171 ,423.345825 ,956.447998 ,1031.323975 ,954.515747 ,966.463440 ,0.000000 ,43.360283 ,34.219208 ,16.155928 ,54.136299 ,32.174088
62 ,428 ,653 ,68 ,113 ,1000 ,1505.229614 ,391.986877 ,948.608215 ,1031.323975 ,996.626709 ,955.426880 ,0.000000 ,44.356911 ,35.174637 ,16.819124 ,54.814552 ,33.129513
63 ,421 ,681 ,76 ,110 ,1000 ,1520.909058 ,376.307404 ,948.608215 ,1031.323975 ,1024.700684 ,951.524414 ,0.000000 ,45.381611 ,36.126160 ,17.494343 ,55.480839 ,34.081039
64 ,416 ,694 ,77 ,106 ,1000 ,1536.588501 ,360.627930 ,948.608215 ,1031.323975 ,1052.774658 ,949.512207 ,0.000000 ,46.434387 ,37.075672 ,18.181692 ,56.134605 ,35.030552
65 ,410 ,707 ,70 ,100 ,1000 ,1520.909058 ,360.627930 ,940.768494 ,1031.323975 ,1038.737671 ,950.670776 ,0.000000 ,47.473122 ,38.026344 ,18.875000 ,56.770504 ,35.981220
66 ,410 ,707 ,70 ,100 ,1000 ,1536.588501 ,329.268982 ,932.928772 ,1031.323975 ,1080.848755 ,956.341492 ,0.000000 ,48.553970 ,38.982685 ,19.574305 ,57.388023 ,36.937565
67 ,398 ,725 ,64 ,99 ,1000 ,1552.268066 ,360.627930 ,956.447998 ,1031.323975 ,1066.811768 ,962.865906 ,0.000000 ,49.620785 ,39.945553 ,20.302902 ,58.007652 ,37.900429
68 ,390 ,761 ,62 ,107 ,1000 ,1536.588501 ,360.627930 ,948.608215 ,1031.323975 ,1052.774658 ,967.621948 ,0.000000 ,50.673557 ,40.913174 ,21.036695 ,58.608822 ,38.868050
69 ,388 ,795 ,55 ,102 ,1000 ,1536.588501 ,360.627930 ,948.608215 ,1031.323975 ,1052.774658 ,970.914673 ,0.000000 ,51.726334 ,41.884087 ,21.781410 ,59.196407 ,39.838966
70 ,370 ,818 ,46 ,88 ,1000 ,1520.909058 ,376.307404 ,948.608215 ,1031.323975 ,1024.700684 ,974.878052 ,0.000000 ,52.751034 ,42.858967 ,22.536516 ,59.770580 ,40.813843
71 ,370 ,818 ,46 ,88 ,1000 ,1520.909058 ,376.307404 ,948.608215 ,1031.323975 ,1024.700684 ,974.878052 ,0.000000 ,53.775734 ,43.833843 ,23.301767 ,60.331158 ,41.788723
72 ,361 ,865 ,43 ,82 ,1000 ,1520.909058 ,391.986877 ,956.447998 ,1031.323975 ,1010.663696 ,973.048828 ,0.000000 ,54.786400 ,44.806892 ,24.083193 ,60.882671 ,42.761772
73 ,356 ,960 ,41 ,73 ,1000 ,1505.229614 ,376.307404 ,940.768494 ,1031.323975 ,1010.663696 ,971.158569 ,0.000000 ,55.797062 ,45.778053 ,24.861258 ,61.411499 ,43.732929
74 ,352 ,1052 ,38 ,67 ,1000 ,1520.909058 ,376.307404 ,948.608215 ,1031.323975 ,1024.700684 ,960.975647 ,0.000000 ,56.821762 ,46.739029 ,25.655216 ,61.930622 ,44.693905
75 ,352 ,1052 ,38 ,67 ,1000 ,1505.229614 ,376.307404 ,940.768494 ,1031.323975 ,1010.663696 ,957.012207 ,0.000000 ,57.832428 ,47.696041 ,26.451572 ,62.431484 ,45.650917
76 ,333 ,1149 ,36 ,64 ,1000 ,1520.909058 ,360.627930 ,940.768494 ,1031.323975 ,1038.737671 ,957.987854 ,0.000000 ,58.871166 ,48.654026 ,27.256876 ,62.917828 ,46.608906
77 ,316 ,1261 ,35 ,60 ,1000 ,1520.909058 ,360.627930 ,940.768494 ,1031.323975 ,1038.737671 ,962.987854 ,0.000000 ,59.909904 ,49.617016 ,28.070866 ,63.389492 ,47.571892
78 ,295 ,1364 ,36 ,59 ,1000 ,1505.229614 ,376.307404 ,940.768494 ,1031.323975 ,1010.663696 ,972.865906 ,0.000000 ,60.920567 ,50.589882 ,28.893045 ,63.846725 ,48.544758
79 ,274 ,1403 ,40 ,66 ,1000 ,1505.229614 ,376.307404 ,940.768494 ,1031.323975 ,1010.663696 ,978.536621 ,0.000000 ,61.931229 ,51.568417 ,29.723166 ,64.289391 ,49.523296
80 ,274 ,1403 ,40 ,66 ,1000 ,1489.550171 ,391.986877 ,940.768494 ,1031.323975 ,982.589722 ,982.926880 ,0.000000 ,62.913818 ,52.551346 ,30.560753 ,64.717751 ,50.506222
81 ,244 ,1383 ,30 ,65 ,1000 ,1505.229614 ,407.666351 ,956.447998 ,1031.323975 ,982.589722 ,986.463440 ,0.000000 ,63.896408 ,53.537807 ,31.419643 ,65.138580 ,51.492687
82 ,229 ,1285 ,34 ,75 ,1000 ,1489.550171 ,391.986877 ,940.768494 ,1031.323975 ,982.589722 ,980.182922 ,0.000000 ,64.878998 ,54.517990 ,32.271427 ,65.537964 ,52.472870
83 ,214 ,1181 ,34 ,83 ,1000 ,1489.550171 ,423.345825 ,956.447998 ,1031.323975 ,954.515747 ,977.621948 ,0.000000 ,65.833519 ,55.495613 ,33.144051 ,65.929527 ,53.450493
84 ,214 ,1181 ,34 ,83 ,1000 ,1505.229614 ,391.986877 ,948.608215 ,1031.323975 ,996.626709 ,977.256104 ,0.000000 ,66.830139 ,56.472870 ,34.016148 ,66.302765 ,54.427750
85 ,198 ,1078 ,28 ,83 ,1000 ,1489.550171 ,407.666351 ,948.608215 ,1031.323975 ,968.552734 ,971.158569 ,0.000000 ,67.798698 ,57.444027 ,34.894428 ,66.661209 ,55.398907
86 ,185 ,979 ,34 ,79 ,1000 ,1489.550171 ,407.666351 ,948.608215 ,1031.323975 ,968.552734 ,966.707336 ,0.000000 ,68.767250 ,58.410736 ,35.778641 ,67.004753 ,56.365612
87 ,170 ,923 ,33 ,79 ,1000 ,1458.191162 ,391.986877 ,925.089050 ,1031.323975 ,954.515747 ,969.573181 ,0.000000 ,69.721764 ,59.380310 ,36.646393 ,67.325371 ,57.335186
88 ,170 ,923 ,33 ,79 ,1000 ,1458.191162 ,407.666351 ,932.928772 ,1031.323975 ,940.478760 ,971.951233 ,0.000000 ,70.662239 ,60.352261 ,37.526691 ,67.634293 ,58.307137
89 ,156 ,887 ,31 ,85 ,1000 ,1458.191162 ,407.666351 ,932.928772 ,1031.323975 ,940.478760 ,975.548828 ,0.000000 ,71.602722 ,61.327808 ,38.411938 ,67.928734 ,59.282688
90 ,144 ,852 ,31 ,81 ,1000 ,1473.870605 ,407.666351 ,940.768494 ,1031.323975 ,954.515747 ,979.329285 ,0.000000 ,72.557236 ,62.307140 ,39.309448 ,68.210732 ,60.262016
91 ,131 ,823 ,32 ,84 ,1000 ,1473.870605 ,391.986877 ,932.928772 ,1031.323975 ,968.552734 ,977.012207 ,0.000000 ,73.525787 ,63.284149 ,40.204075 ,68.475296 ,61.239029
92 ,122 ,810 ,29 ,86 ,1000 ,1489.550171 ,391.986877 ,940.768494 ,1031.323975 ,982.589722 ,970.121948 ,0.000000 ,74.508377 ,64.254272 ,41.110668 ,68.726570 ,62.209152
93 ,122 ,810 ,29 ,86 ,1000 ,1473.870605 ,407.666351 ,940.768494 ,1031.323975 ,954.515747 ,962.134155 ,0.000000 ,75.462898 ,65.216408 ,42.021317 ,68.962708 ,63.171284
94 ,114 ,803 ,30 ,89 ,1000 ,1489.550171 ,376.307404 ,932.928772 ,1031.323975 ,996.626709 ,953.536621 ,0.000000 ,76.459518 ,66.169945 ,42.928314 ,69.181137 ,64.124825
95 ,107 ,782 ,29 ,91 ,1000 ,1520.909058 ,391.986877 ,956.447998 ,1031.323975 ,1010.663696 ,951.280518 ,0.000000 ,77.470184 ,67.121223 ,43.861984 ,69.388634 ,65.076103
96 ,100 ,771 ,26 ,90 ,1000 ,1505.229614 ,360.627930 ,932.928772 ,1031.323975 ,1024.700684 ,955.000000 ,0.000000 ,78.494888 ,68.076225 ,44.776165 ,69.574715 ,66.031105
97 ,100 ,771 ,26 ,90 ,1000 ,1520.909058 ,376.307404 ,948.608215 ,1007.687744 ,1024.700684 ,960.670776 ,0.000000 ,79.519585 ,69.036896 ,45.708950 ,69.747269 ,66.991776
98 ,88 ,760 ,25 ,95 ,1000 ,1489.550171 ,376.307404 ,932.928772 ,984.051514 ,996.626709 ,968.536621 ,0.000000 ,80.516212 ,70.005432 ,46.629128 ,69.900986 ,67.960312
99 ,81 ,725 ,27 ,111 ,1000 ,1458.191162 ,423.345825 ,940.768494 ,960.415283 ,926.441772 ,976.097595 ,0.000000 ,81.442657 ,70.981529 ,47.559422 ,70.040970 ,68.936409
100 ,69 ,674 ,24 ,102 ,1000 ,1426.832275 ,470.384247 ,948.608215 ,936.779053 ,856.256775 ,979.939026 ,0.000000 ,82.298912 ,71.961472 ,48.499474 ,70.168091 ,69.916344
101 ,69 ,674 ,24 ,102 ,1000 ,1395.473267 ,533.102173 ,964.287720 ,913.142822 ,772.034790 ,979.939026 ,0.000000 ,83.070946 ,72.941406 ,49.456718 ,70.284416 ,70.896286
102 ,66 ,637 ,21 ,104 ,1000 ,1332.755371 ,564.461121 ,948.608215 ,889.506592 ,687.812805 ,972.317078 ,0.000000 ,83.758759 ,73.913727 ,50.399704 ,70.387550 ,71.868599
103 ,77 ,618 ,23 ,111 ,1000 ,1270.037476 ,627.179016 ,948.608215 ,865.870361 ,575.516846 ,962.926880 ,0.000000 ,84.334274 ,74.876648 ,51.343681 ,70.481201 ,72.831528
104 ,94 ,594 ,21 ,119 ,1000 ,1207.319580 ,674.217407 ,940.768494 ,842.234131 ,477.257874 ,953.353699 ,0.000000 ,84.811539 ,75.830002 ,52.280594 ,70.566277 ,73.784882
105 ,109 ,576 ,21 ,124 ,1000 ,1175.960571 ,752.614807 ,964.287720 ,818.597900 ,378.998901 ,943.170776 ,0.000000 ,85.190536 ,76.773178 ,53.241486 ,70.647125 ,74.728058
106 ,109 ,576 ,21 ,124 ,1000 ,1113.242676 ,815.332703 ,964.287720 ,794.961670 ,266.702942 ,930.853699 ,0.000000 ,85.457237 ,77.704033 ,54.202744 ,70.723495 ,75.658905
107 ,124 ,558 ,18 ,138 ,1000 ,1081.883789 ,862.371155 ,972.127441 ,771.325439 ,196.517944 ,916.951233 ,0.000000 ,85.653755 ,78.620979 ,55.172077 ,70.797165 ,76.575859
108 ,133 ,542 ,22 ,165 ,1000 ,1019.165894 ,909.409546 ,964.287720 ,747.689209 ,98.258972 ,892.134155 ,0.000000 ,85.752014 ,79.513115 ,56.133717 ,70.868599 ,77.467995
109 ,139 ,531 ,24 ,192 ,1000 ,1003.486389 ,956.447998 ,979.967163 ,724.052979 ,42.110989 ,865.121948 ,0.000000 ,85.794128 ,80.378235 ,57.111042 ,70.940468 ,78.333115
110 ,139 ,531 ,24 ,192 ,1000 ,1003.486389 ,972.127441 ,987.806946 ,700.416748 ,28.073992 ,830.487854 ,0.000000 ,85.822197 ,81.208725 ,58.096226 ,71.012428 ,79.163605
111 ,136 ,508 ,16 ,198 ,1000 ,972.127441 ,972.127441 ,972.127441 ,676.780518 ,0.000000 ,784.695129 ,0.000000 ,85.822197 ,81.993423 ,59.065769 ,71.083252 ,79.948296
112 ,136 ,496 ,17 ,212 ,1000 ,972.127441 ,925.089050 ,948.608215 ,653.144287 ,42.110989 ,734.207336 ,0.000000 ,85.864311 ,82.727631 ,60.011909 ,71.151665 ,80.682503
113 ,138 ,481 ,18 ,220 ,1000 ,1003.486389 ,862.371155 ,932.928772 ,629.508057 ,126.332962 ,678.231750 ,0.000000 ,85.990646 ,83.405861 ,60.942554 ,71.216896 ,81.360741
114 ,138 ,481 ,18 ,220 ,1000 ,1050.524780 ,831.012207 ,940.768494 ,605.871826 ,196.517944 ,625.000000 ,0.000000 ,86.187164 ,84.030861 ,61.881241 ,71.279449 ,81.985741
115 ,143 ,471 ,18 ,218 ,1000 ,1097.563232 ,815.332703 ,956.447998 ,582.235596 ,252.665924 ,583.109741 ,0.000000 ,86.439827 ,84.613968 ,62.835842 ,71.338844 ,82.568848
116 ,150 ,459 ,16 ,209 ,1000 ,1128.922241 ,768.294250 ,948.608215 ,558.599365 ,322.850922 ,559.451233 ,0.000000 ,86.762680 ,85.173424 ,63.782936 ,71.392418 ,83.128296
117 ,160 ,447 ,17 ,195 ,1000 ,1144.601685 ,768.294250 ,956.447998 ,534.963135 ,336.887909 ,551.036621 ,0.000000 ,87.099564 ,85.724457 ,64.738159 ,71.440811 ,83.679337
118 ,177 ,441 ,24 ,186 ,1000 ,1128.922241 ,783.973755 ,956.447998 ,511.326935 ,308.813904 ,547.134155 ,0.000000 ,87.408379 ,86.271591 ,65.693626 ,71.484062 ,84.226471
119 ,177 ,441 ,24 ,186 ,1000 ,1113.242676 ,799.653198 ,956.447998 ,487.690735 ,280.739929 ,543.963440 ,0.000000 ,87.689117 ,86.815552 ,66.649300 ,71.522629 ,84.770432
120 ,188 ,428 ,20 ,166 ,1000 ,1050.524780 ,862.371155 ,956.447998 ,464.054535 ,168.443954 ,542.987793 ,0.000000 ,87.857567 ,87.358543 ,67.605080 ,71.558380 ,85.313423
121 ,204 ,412 ,20 ,145 ,1000 ,1019.165894 ,862.371155 ,940.768494 ,440.418335 ,140.369965 ,540.548767 ,0.000000 ,87.997932 ,87.899094 ,68.545273 ,71.591248 ,85.853966
122 ,218 ,402 ,17 ,131 ,1000 ,972.127441 ,956.447998 ,964.287720 ,416.782135 ,14.036996 ,539.268311 ,0.000000 ,88.011971 ,88.438362 ,69.508980 ,71.624702 ,86.393234
123 ,218 ,402 ,17 ,131 ,1000 ,909.409546 ,987.806946 ,948.608215 ,393.145935 ,-70.184982 ,538.292725 ,0.000000 ,87.941788 ,88.976654 ,70.456978 ,71.658768 ,86.931534
124 ,245 ,394 ,20 ,126 ,1000 ,831.012207 ,1050.524780 ,940.768494 ,369.509735 ,-196.517944 ,530.853699 ,0.000000 ,87.745270 ,89.507507 ,71.397018 ,71.695778 ,87.462387
125 ,267 ,380 ,21 ,120 ,1000 ,799.653198 ,1113.242676 ,956.447998 ,345.873535 ,-280.739929 ,519.939026 ,0.000000 ,87.464531 ,90.027443 ,72.352531 ,71.738091 ,87.982323
